Title,style,spectral_slope,mfcc,mean_spectral_rf,max_jump,peak_to_valley,pitch,max_intensity,mean_intensity,syll_count,pause_length,energy,harmonics_to_noise,f1,f2,f3,f4,num_zero_crossings
calming_voice_1,calming,-0.01718773770628782,-29.409133911132812,1516.1175819478426,0.5683890131909687,0.0856989247311828,211.31042329767683,100.6745084054077,67.55127695137199,4.443417564511029,0.4825850340136054,0.029513690643257498,15.383192865465187,737.1347841657955,1663.5997044286366,2745.1982187448752,3666.0813935167403,0.1374928756116548
calming_voice_2,calming,-0.020976206632667707,-28.254966735839844,2059.5409112418347,0.7863850620680752,0.1192,220.57086490405436,103.69164381640701,68.42879468725249,3.9837582922580883,0.3617233560090703,0.027034762939712763,16.783357283825627,790.520251425216,1664.4650350560946,2622.6953754483593,3576.0543598792133,0.18342209768408552
calming_voice_3,calming,-0.01976416039097644,-23.602882385253906,3050.7040334302324,1.0146265867465938,0.06974999999999999,281.12146577552755,103.97996153733331,67.63694221484124,1.374929850517831,1.3295313681027967,0.01845253322296723,7.935250139950149,1126.7810937817444,2036.5096691862784,2930.2390164920503,3851.2530637605373,0.31774050690406974
educational_voice_1,educational,-0.029859021476998225,-24.781057357788086,2118.805255721101,1.4807856070350016,0.15825,198.97537469036956,107.00621588390221,70.17029154827217,3.9022505762407524,0.30833933573429373,0.04337313148313437,16.122351064698456,677.7240120806576,1797.1052410725572,2857.6034927713754,3826.79257928697,0.19258914373617256
educational_voice_2,educational,-0.04828964168985446,-20.955554962158203,1447.012194068031,0.45074690632323716,0.0717948717948718,173.15222836477705,107.53980536492129,72.0275277159945,4.473292327614114,0.6989055177626606,0.06653119949258594,10.718158633988518,710.0542580339938,1761.7325987269567,2708.7804650134217,3822.7957806538675,0.129343758642146
educational_voice_3,educational,-0.005339425371768914,-30.086904525756836,3150.2527872721353,1.133890568831256,0.1313953488372093,155.3223784262421,98.35637236067441,62.755003775185315,2.691650390625,0.45490002061430634,0.007648761441483418,10.72701857646983,996.555267691148,1934.376416332523,2877.936129431116,3850.140238838274,0.30949797453703703
educational_voice_4,educational,-0.010029048012455218,-25.049331665039062,2683.0810546875,0.45615194268475195,0.27677419354838706,174.97634297828637,100.23250431525179,65.71323166164515,4.002541296060992,0.5379090583601862,0.01516367164134236,10.880234249924245,944.4825860741594,2023.1456002127202,2950.723738062798,3930.819715755554,0.2385093360260771
educational_voice_5,educational,-0.11659035460214315,-17.108718872070312,1540.2280035251524,0.6876111789927954,0.1234,149.5385824922596,106.54874686217595,75.21131331122456,5.558171389435836,0.9512290249433107,0.12553326473649498,11.901842491818014,618.7244641480378,1669.0976245934248,2768.049200030143,3682.1662110275543,0.14751572027439025
educational_voice_6,educational,-0.0117798011924499,-20.415557861328125,2257.347615559896,0.4801781444329441,0.11365853658536584,127.51824776644779,100.00932246358926,65.88760254120687,4.286702473958334,0.28593715581470686,0.015449791011884133,13.923904681659623,728.6178820814471,1775.681955680728,2628.457503844809,3344.7861861545584,0.20958116319444445
friendly_voice_1,friendly,-0.009351501482485461,-28.492692947387695,1710.0204467773438,0.49138314167760944,0.08985714285714286,187.7355117490208,97.40461371801095,65.37760063496775,3.190104166666667,0.5886941443243965,0.01372018211552886,16.202895307597267,595.3065463428438,1582.534892090613,2853.709478274619,3901.4688249206065,0.1658867730034722
